UDI,Product Name,Type of Analysis,Instrument ID,Room Air temperature [K],Instrument temperature [K],Instrument Usage_hours,Runs_since_PM,Component_age_days,Days_since_last_PM,PM_overdue_flag,Room_temp_stability_issue,Power_fluctuation_flag,Minor_alarm_counts,Past_incidents_count,Date of Observation
7667,Ibuprofen,Relative Substance,UV Spec-9,300.6,311.7,1559,452,22,161,0,0,0,9,3,12-02-2026
7668,Diazepam,UV Spec,Disso-3,300.6,311.7,977,225,653,37,0,0,0,2,2,15-03-2026
7669,Ibuprofen,Relative Substance,HPLC-1,300.6,311.8,344,339,52,157,1,0,0,6,1,23-01-2026
7670,Atorvastatin,Dissolution,IR-1,300.7,311.8,1247,20,865,117,0,1,0,10,0,26-02-2026
7671,Ibuprofen,UV Spec,IR-2,300.5,311.6,763,116,108,104,0,0,0,0,1,09-01-2026
7672,Diclofenac,UV Spec,IR-1,300.5,311.6,1176,491,311,170,1,0,0,5,3,06-03-2026
7673,Clopidogrel,Dissolution,Disso-6,300.5,311.7,1581,114,277,58,0,0,0,0,2,15-03-2026
7674,Atorvastatin,Dissolution,HPLC-4,300.5,311.6,1651,120,276,25,0,0,0,2,4,13-03-2026
7675,Clopidogrel,Assay,IR-2,300.5,311.6,514,273,896,86,0,0,0,2,0,28-12-2025
7676,Ibuprofen,UV Spec,Disso-6,300.5,311.6,1697,459,887,110,0,0,0,2,0,23-01-2026
7677,Diazepam,Assay,HPLC-3,300.6,311.7,1833,205,215,83,0,0,0,9,0,03-01-2026
7678,Clopidogrel,UV Spec,Disso-3,300.6,311.7,508,249,112,120,0,0,0,2,1,16-01-2026
7679,Diclofenac,Relative Substance,UV Spec-3,300.6,311.7,1396,339,380,176,1,0,0,2,4,23-02-2026
7680,Ibuprofen,Dissolution,IR-2,300.7,311.7,154,303,711,134,0,0,0,6,1,12-01-2026
7681,Diazepam,Relative Substance,UV Spec-6,300.7,311.7,364,206,881,134,0,0,0,1,0,09-02-2026
7682,Diclofenac,Dissolution,Disso-6,300.7,311.8,116,44,726,117,0,0,0,4,3,18-03-2026
7683,Diclofenac,Relative Substance,UV Spec-5,300.7,311.7,237,304,224,142,0,1,0,6,0,28-12-2025
7684,Atorvastatin,Assay,UV Spec-10,300.7,311.7,887,470,458,129,1,0,0,6,5,01-03-2026
7685,Ibuprofen,Dissolution,Disso-2,300.7,311.8,1849,459,717,144,0,0,0,7,2,21-03-2026
7686,Atorvastatin,Relative Substance,IR-3,300.8,311.7,1868,449,649,148,1,0,0,5,5,15-02-2026
7687,Diazepam,UV Spec,HPLC-1,300.7,311.7,1988,27,204,41,0,0,0,7,4,05-02-2026
7688,Clopidogrel,Relative Substance,Disso-2,300.7,311.7,1673,205,832,33,0,0,0,7,3,16-02-2026
7689,Atorvastatin,Assay,UV Spec-8,300.6,311.7,1124,37,168,130,1,0,0,0,1,08-03-2026
7690,Diclofenac,Assay,IR-2,300.6,311.7,695,402,800,154,0,0,0,6,2,02-01-2026
7691,Diclofenac,Dissolution,HPLC-3,300.5,311.6,917,203,173,148,0,0,0,9,1,25-12-2025
7692,Clopidogrel,Dissolution,HPLC-1,300.5,311.5,1747,41,547,157,1,0,0,0,5,20-02-2026
7693,Clopidogrel,Dissolution,UV Spec-10,300.5,311.6,825,271,126,27,1,0,0,0,1,04-01-2026
7694,Clopidogrel,Dissolution,UV Spec-11,300.6,311.6,555,392,681,118,0,0,0,2,4,08-03-2026
7695,Clopidogrel,UV Spec,Disso-4,300.6,311.7,222,274,28,56,0,0,0,7,2,01-01-2026
7696,Clopidogrel,UV Spec,UV Spec-6,300.6,311.7,394,365,679,5,0,0,0,8,1,12-02-2026
7697,Diclofenac,Dissolution,UV Spec-5,300.6,311.5,1132,425,91,100,0,0,1,7,5,12-01-2026
7698,Clopidogrel,Assay,IR-2,300.5,311.4,700,352,595,46,0,0,0,1,1,14-02-2026
7699,Atorvastatin,Assay,HPLC-5,300.6,311.5,543,380,230,5,1,0,0,10,5,07-03-2026
7700,Diazepam,UV Spec,Disso-3,300.7,311.5,357,327,325,158,0,0,0,8,5,17-01-2026
7701,Diazepam,Dissolution,UV Spec-3,300.7,311.6,1776,493,485,69,0,0,0,7,1,26-01-2026
7702,Ibuprofen,Assay,Disso-2,300.8,311.7,640,443,747,3,0,0,0,7,0,31-01-2026
7703,Clopidogrel,Dissolution,Disso-6,300.7,311.7,679,283,724,133,0,0,0,8,3,18-03-2026
7704,Clopidogrel,Assay,Disso-7,300.7,311.7,1459,480,546,24,0,1,0,0,2,08-02-2026
7705,Clopidogrel,UV Spec,IR-2,300.6,311.6,922,182,193,17,0,0,0,3,2,02-02-2026
7706,Diazepam,Assay,IR-2,300.5,311.5,728,298,102,124,0,0,0,10,2,25-01-2026
7707,Clopidogrel,Assay,IR-1,300.5,311.5,1848,81,893,178,0,0,0,4,5,04-03-2026
7708,Atorvastatin,Dissolution,IR-3,300.5,311.4,921,331,379,1,0,0,0,5,3,28-01-2026
7709,Clopidogrel,Assay,IR-2,300.5,311.4,1784,117,586,167,1,1,0,3,5,17-01-2026
7710,Diazepam,Dissolution,HPLC-7,300.5,311.4,1480,289,432,64,0,0,0,2,4,05-03-2026
7711,Diclofenac,UV Spec,UV Spec-2,300.5,311.4,435,442,481,119,0,0,0,7,0,26-02-2026
7712,Diazepam,Relative Substance,HPLC-7,300.4,311.4,1896,172,337,65,0,0,0,9,3,17-03-2026
7713,Atorvastatin,Relative Substance,HPLC-4,300.5,311.5,888,112,700,166,0,0,0,5,3,22-12-2025
7714,Diazepam,UV Spec,UV Spec-10,300.5,311.4,1559,40,476,148,0,0,0,5,1,07-03-2026
7715,Diclofenac,Relative Substance,IR-3,300.5,311.5,1586,165,686,164,0,0,0,6,4,11-02-2026
7716,Diclofenac,UV Spec,HPLC-4,300.5,311.5,408,165,877,131,0,0,0,0,2,11-02-2026
7717,Clopidogrel,Assay,UV Spec-7,300.5,311.5,987,130,697,48,0,0,0,0,0,26-02-2026
7718,Diclofenac,UV Spec,UV Spec-10,300.5,311.6,1822,434,97,51,0,0,0,10,0,18-03-2026
7719,Diclofenac,Assay,Disso-6,300.6,311.7,405,440,778,121,0,0,0,9,5,20-01-2026
7720,Clopidogrel,UV Spec,IR-1,300.6,311.7,636,118,20,26,0,0,0,2,3,24-01-2026
7721,Atorvastatin,Assay,HPLC-3,300.5,311.6,1181,148,182,27,1,1,0,2,1,01-01-2026
7722,Diclofenac,Dissolution,UV Spec-5,300.5,311.6,1920,307,64,1,0,0,0,0,0,28-02-2026
7723,Ibuprofen,Assay,UV Spec-8,300.5,311.7,921,463,549,174,1,0,0,10,3,21-02-2026
7724,Ibuprofen,UV Spec,UV Spec-8,300.5,311.6,686,215,122,137,0,1,0,2,2,10-02-2026
7725,Ibuprofen,Dissolution,UV Spec-7,300.5,311.6,611,54,360,12,1,0,0,4,1,26-02-2026
7726,Diazepam,Relative Substance,UV Spec-3,300.6,311.7,1788,476,601,93,0,0,0,1,1,14-01-2026
7727,Diclofenac,Dissolution,UV Spec-7,300.8,311.9,1110,235,496,146,0,0,0,8,3,22-02-2026
7728,Ibuprofen,Relative Substance,Disso-4,300.7,311.9,1684,414,772,99,0,0,0,0,2,16-02-2026
7729,Atorvastatin,Assay,UV Spec-9,300.7,311.8,1065,4,784,23,0,0,1,8,5,03-02-2026
7730,Diclofenac,Assay,Disso-7,300.7,311.9,203,49,716,114,1,0,1,6,1,02-01-2026
7731,Ibuprofen,Assay,HPLC-2,300.6,311.9,185,489,733,17,1,0,0,3,3,31-01-2026
7732,Atorvastatin,Dissolution,IR-3,300.6,312,1412,191,825,164,0,0,0,9,3,22-01-2026
7733,Diazepam,Relative Substance,Disso-5,300.6,312,184,252,289,81,1,0,0,8,1,27-01-2026
7734,Clopidogrel,Assay,IR-1,300.6,312,1889,140,489,75,0,1,0,9,0,27-02-2026
7735,Diazepam,Relative Substance,HPLC-4,300.6,312,1847,37,667,35,0,1,0,10,4,03-02-2026
7736,Clopidogrel,Dissolution,IR-1,300.6,312,810,376,348,130,0,0,0,8,3,13-03-2026
7737,Clopidogrel,Dissolution,IR-2,300.6,312.1,1979,491,895,38,1,0,0,7,4,31-12-2025
7738,Ibuprofen,Relative Substance,Disso-5,300.5,312,1851,415,507,172,0,0,0,2,3,11-02-2026
7739,Clopidogrel,Relative Substance,HPLC-7,300.5,312,1923,120,744,132,0,0,0,10,2,21-03-2026
7740,Diazepam,Relative Substance,IR-2,300.5,311.9,1444,166,448,22,0,0,0,1,1,26-12-2025
7741,Diclofenac,Assay,IR-2,300.5,312,1931,93,243,177,0,0,0,3,5,05-02-2026
7742,Clopidogrel,Dissolution,IR-1,300.5,312,847,229,647,135,0,1,0,8,3,29-01-2026
7743,Atorvastatin,Relative Substance,HPLC-4,300.5,311.9,232,50,504,26,0,1,0,1,3,03-03-2026
7744,Clopidogrel,UV Spec,Disso-6,300.5,311.9,1344,388,875,107,0,0,0,9,3,17-01-2026
7745,Clopidogrel,Dissolution,IR-3,300.4,311.7,905,204,511,126,0,0,0,9,3,22-02-2026
7746,Atorvastatin,Relative Substance,UV Spec-7,300.4,311.7,840,392,399,75,0,0,0,3,4,29-01-2026
7747,Diclofenac,Dissolution,IR-1,300.4,311.7,934,78,685,45,0,0,0,2,4,03-02-2026
7748,Atorvastatin,Assay,UV Spec-11,300.5,311.8,524,103,215,73,0,0,0,0,0,07-02-2026
7749,Ibuprofen,UV Spec,HPLC-2,300.4,311.7,749,435,531,151,0,0,0,2,5,16-02-2026
7750,Ibuprofen,Assay,Disso-6,300.4,311.6,1777,64,144,173,0,0,0,0,4,11-01-2026
7751,Diclofenac,Dissolution,HPLC-6,300.4,311.7,181,451,57,118,1,1,0,4,0,04-03-2026
7752,Ibuprofen,Dissolution,Disso-7,300.4,311.7,98,416,734,74,1,0,0,10,4,08-02-2026
7753,Diazepam,Assay,Disso-6,300.4,311.7,859,406,190,126,0,0,0,0,0,09-01-2026
7754,Diclofenac,UV Spec,UV Spec-2,300.5,311.8,1232,319,812,167,0,0,0,2,2,02-01-2026
7755,Diazepam,Assay,Disso-3,300.4,311.7,1114,195,900,12,0,0,0,4,0,03-01-2026
7756,Ibuprofen,Dissolution,IR-3,300.4,311.8,1873,16,602,170,0,0,0,0,3,11-01-2026
7757,Atorvastatin,Dissolution,HPLC-2,300.5,311.8,399,450,573,99,0,0,0,3,1,12-03-2026
7758,Ibuprofen,Relative Substance,Disso-5,300.3,311.7,274,284,515,23,0,0,0,5,2,04-03-2026
7759,Clopidogrel,Relative Substance,UV Spec-2,300.4,311.8,793,59,178,64,0,0,0,8,1,30-01-2026
7760,Diazepam,Relative Substance,IR-3,300.4,311.8,255,193,411,34,1,0,0,8,2,26-01-2026
7761,Clopidogrel,Relative Substance,UV Spec-6,300.4,311.7,1941,201,743,113,0,0,0,3,4,04-02-2026
7762,Diazepam,Assay,HPLC-5,300.4,311.6,683,252,392,107,0,1,0,5,0,06-02-2026
7763,Clopidogrel,UV Spec,HPLC-1,300.3,311.5,777,363,165,139,0,0,0,2,0,02-02-2026
7764,Diazepam,UV Spec,UV Spec-5,300.4,311.6,1990,399,604,161,0,0,0,1,3,06-03-2026
7765,Atorvastatin,Relative Substance,UV Spec-1,300.4,311.7,1574,206,361,125,0,1,0,3,4,26-01-2026
7766,Diazepam,Assay,UV Spec-9,300.3,311.6,1470,198,865,171,0,0,1,4,3,03-01-2026
7767,Diclofenac,UV Spec,IR-3,300.3,311.4,1587,372,158,23,0,0,0,6,0,08-03-2026
7768,Clopidogrel,UV Spec,IR-1,300.2,311.4,1253,362,778,39,0,0,0,0,0,11-03-2026
7769,Diazepam,Assay,Disso-5,300.2,311.4,80,387,403,85,1,0,0,6,1,15-02-2026
7770,Diazepam,Assay,UV Spec-11,300.3,311.5,1728,78,668,109,0,0,0,2,1,16-02-2026
7771,Diclofenac,UV Spec,UV Spec-7,300.3,311.5,300,52,569,95,0,0,0,9,4,27-01-2026
7772,Diclofenac,UV Spec,UV Spec-8,300.3,311.6,605,132,172,31,0,0,0,1,0,06-02-2026
7773,Diazepam,UV Spec,Disso-6,300.3,311.5,1420,30,168,147,0,0,0,10,0,19-02-2026
7774,Clopidogrel,Dissolution,IR-1,300.3,311.4,446,402,47,155,1,0,0,6,1,27-12-2025
7775,Ibuprofen,UV Spec,IR-3,300.3,311.5,1827,153,402,45,0,0,0,2,2,15-03-2026
7776,Clopidogrel,Assay,Disso-7,300.3,311.5,577,295,680,102,0,0,0,3,1,04-03-2026
7777,Diclofenac,Relative Substance,HPLC-5,300.3,311.5,1576,41,617,126,1,0,0,0,0,09-03-2026
7778,Atorvastatin,Relative Substance,HPLC-3,300.3,311.5,1227,467,106,104,1,0,0,6,0,19-01-2026
7779,Ibuprofen,Dissolution,Disso-7,300.4,311.6,166,457,858,136,0,0,0,5,3,21-03-2026
7780,Atorvastatin,Relative Substance,Disso-2,300.5,311.7,653,419,864,160,0,0,0,7,3,12-01-2026
7781,Clopidogrel,Dissolution,IR-1,300.4,311.6,1420,269,38,75,0,0,1,8,2,04-01-2026
7782,Diazepam,Relative Substance,Disso-6,300.4,311.7,508,345,295,103,0,0,0,8,4,26-12-2025
7783,Diazepam,Relative Substance,Disso-6,300.4,311.6,648,91,179,51,0,0,0,9,4,30-12-2025
7784,Diazepam,Dissolution,IR-1,300.3,311.5,1998,496,539,64,0,0,0,9,4,12-01-2026
7785,Ibuprofen,Relative Substance,UV Spec-10,300.3,311.5,1286,338,383,166,0,1,0,7,1,18-01-2026
7786,Atorvastatin,Assay,UV Spec-8,300.2,311.5,1021,410,525,155,0,0,0,4,1,10-01-2026
7787,Ibuprofen,Dissolution,HPLC-5,300.3,311.5,1455,255,341,39,0,0,1,10,5,12-03-2026
7788,Clopidogrel,Dissolution,Disso-1,300.3,311.5,1530,202,417,29,0,0,0,10,5,25-02-2026
7789,Diazepam,Relative Substance,HPLC-2,300.2,311.5,821,343,642,101,0,0,0,2,2,04-03-2026
7790,Diazepam,Assay,HPLC-5,300.2,311.5,1939,54,345,147,0,0,0,0,4,08-02-2026
7791,Diazepam,Assay,IR-1,300.1,311.4,1755,272,340,42,0,0,0,10,2,05-03-2026
7792,Ibuprofen,Dissolution,UV Spec-4,300.1,311.4,1406,256,729,42,0,0,1,2,2,23-12-2025
7793,Clopidogrel,Dissolution,Disso-6,300.1,311.4,1926,380,260,103,0,0,0,10,0,02-03-2026
7794,Diclofenac,Dissolution,IR-2,300.1,311.5,1920,138,73,162,0,0,0,7,2,25-01-2026
7795,Atorvastatin,Relative Substance,IR-1,300.2,311.6,1750,421,497,41,0,0,0,2,1,13-02-2026
7796,Atorvastatin,UV Spec,Disso-5,300.1,311.6,248,489,24,20,0,0,0,7,1,12-01-2026
7797,Clopidogrel,Dissolution,Disso-1,300.1,311.5,768,198,529,49,0,0,0,5,5,03-02-2026
7798,Diclofenac,Dissolution,Disso-6,300,311.4,860,60,331,133,0,0,1,2,5,02-03-2026
7799,Diazepam,Relative Substance,HPLC-1,300,311.5,90,369,724,20,0,0,0,10,2,06-01-2026
7800,Diclofenac,Dissolution,Disso-4,300,311.4,1729,141,835,179,1,0,0,6,1,09-01-2026
7801,Atorvastatin,Assay,IR-2,300.1,311.4,1063,80,144,178,0,0,0,6,1,22-12-2025
7802,Atorvastatin,Assay,IR-2,300,311.4,819,221,642,146,0,0,0,7,0,04-03-2026
7803,Diazepam,Dissolution,UV Spec-7,299.9,311.3,1973,59,149,48,1,0,0,2,5,16-03-2026
7804,Diclofenac,Relative Substance,HPLC-1,299.8,311.3,1063,180,708,78,1,0,0,10,2,26-01-2026
7805,Clopidogrel,UV Spec,Disso-4,299.9,311.4,1038,289,165,81,0,0,0,10,4,04-02-2026
7806,Diazepam,Dissolution,UV Spec-8,299.9,311.4,1746,204,148,168,1,0,0,0,0,15-03-2026
7807,Atorvastatin,Assay,UV Spec-11,300,311.5,1198,48,843,66,0,0,0,4,1,11-03-2026
7808,Clopidogrel,Dissolution,UV Spec-5,300,311.5,1170,391,399,14,0,0,0,6,1,17-03-2026
7809,Atorvastatin,Relative Substance,Disso-6,299.9,311.4,986,128,283,28,0,0,0,9,1,06-03-2026
7810,Ibuprofen,Relative Substance,HPLC-2,300,311.4,1994,374,246,175,0,0,0,5,0,26-01-2026
7811,Diclofenac,Assay,IR-1,300.1,311.5,1368,342,793,143,0,0,0,0,5,31-12-2025
7812,Clopidogrel,Relative Substance,Disso-6,300,311.4,956,213,888,115,1,0,0,6,1,28-12-2025
7813,Ibuprofen,Relative Substance,Disso-7,300,311.5,345,305,823,68,0,0,0,4,1,03-02-2026
7814,Diazepam,UV Spec,UV Spec-9,300,311.5,1029,36,552,175,0,0,1,0,4,19-02-2026
7815,Clopidogrel,Relative Substance,IR-1,300,311.4,1264,65,224,146,0,0,0,7,0,15-02-2026
7816,Diazepam,Assay,IR-2,299.9,311.3,779,164,880,174,0,0,0,5,4,03-02-2026
7817,Diclofenac,Dissolution,IR-2,299.8,311.2,606,13,602,152,0,0,0,2,0,10-03-2026
7818,Diclofenac,Dissolution,HPLC-3,299.8,311.3,1431,114,809,11,0,0,0,6,3,15-01-2026
7819,Diazepam,UV Spec,HPLC-1,299.8,311.2,1508,242,500,179,0,0,0,2,3,21-12-2025
7820,Ibuprofen,Assay,IR-2,299.8,311.2,1089,268,880,120,0,0,0,7,1,06-01-2026
7821,Ibuprofen,UV Spec,IR-3,299.8,311.2,1142,180,458,57,0,0,0,8,0,04-01-2026
7822,Ibuprofen,Dissolution,Disso-1,299.9,311.3,543,395,754,131,1,0,0,7,0,04-02-2026
7823,Atorvastatin,UV Spec,IR-1,299.9,311.3,760,385,772,19,0,0,0,1,0,16-03-2026
7824,Diazepam,Assay,UV Spec-2,300,311.3,1185,29,497,169,0,1,0,0,0,04-01-2026
7825,Ibuprofen,UV Spec,UV Spec-6,299.9,311.3,51,41,727,50,0,0,0,7,4,22-12-2025
7826,Atorvastatin,Dissolution,Disso-3,299.9,311.2,1641,150,826,35,0,0,0,0,4,20-03-2026
7827,Diazepam,Dissolution,IR-2,299.8,311.1,1710,252,710,118,0,0,0,9,1,24-12-2025
7828,Diclofenac,Assay,HPLC-7,299.8,311.1,220,187,842,115,0,0,0,3,4,12-03-2026
7829,Clopidogrel,Dissolution,HPLC-2,299.8,311.1,455,319,578,59,1,0,0,6,1,21-02-2026
7830,Diazepam,UV Spec,IR-3,299.8,311.2,912,414,241,178,0,0,0,2,3,31-01-2026
7831,Ibuprofen,Assay,Disso-3,299.9,311.2,1587,120,539,61,0,0,0,10,5,27-02-2026
7832,Diclofenac,Assay,HPLC-3,300,311.4,1903,58,835,68,0,0,0,10,1,06-01-2026
7833,Ibuprofen,Relative Substance,IR-3,300,311.4,1147,110,205,59,0,0,0,7,0,28-02-2026
7834,Atorvastatin,Dissolution,UV Spec-7,300,311.4,1282,328,576,51,0,0,0,8,4,28-12-2025
7835,Clopidogrel,Assay,UV Spec-3,300,311.4,553,288,688,164,0,0,0,3,1,22-12-2025
7836,Clopidogrel,Dissolution,Disso-2,300.1,311.5,466,322,697,131,0,1,0,7,5,18-01-2026
7837,Clopidogrel,UV Spec,Disso-4,300.1,311.4,1007,416,33,176,0,0,0,9,4,27-12-2025
7838,Clopidogrel,UV Spec,IR-1,300.2,311.5,470,133,545,180,0,0,0,8,1,27-12-2025
7839,Clopidogrel,Relative Substance,IR-1,300.2,311.6,906,189,29,73,0,0,0,6,0,29-12-2025
7840,Diazepam,Relative Substance,Disso-6,300.3,311.6,99,246,495,136,1,0,0,7,5,20-01-2026
7841,Diclofenac,Dissolution,HPLC-5,300.2,311.6,1867,374,536,121,0,0,0,5,4,26-12-2025
7842,Atorvastatin,UV Spec,IR-2,300.1,311.5,581,351,340,57,0,0,0,2,2,03-01-2026
7843,Diazepam,Assay,Disso-3,300.1,311.5,1089,130,478,132,0,0,0,3,4,06-01-2026
7844,Clopidogrel,UV Spec,Disso-7,300.1,311.7,839,206,158,93,0,0,0,6,4,07-01-2026
7845,Clopidogrel,Dissolution,HPLC-2,300.1,311.7,1960,361,500,109,0,0,0,4,0,05-01-2026
7846,Atorvastatin,Dissolution,HPLC-6,300.2,311.8,259,199,41,4,1,0,0,3,4,09-01-2026
7847,Diazepam,Relative Substance,IR-3,300.2,311.6,1261,461,130,104,0,0,0,6,2,07-01-2026
7848,Atorvastatin,UV Spec,UV Spec-1,300.2,311.6,1696,409,389,57,0,0,0,5,0,30-01-2026
7849,Diclofenac,Assay,IR-2,300.2,311.6,1045,204,813,128,0,0,0,1,2,31-12-2025
7850,Ibuprofen,Dissolution,IR-2,300.3,311.7,65,266,770,106,0,1,0,5,1,22-12-2025
7851,Ibuprofen,UV Spec,HPLC-7,300.3,311.7,1961,429,601,4,0,0,0,1,3,15-02-2026
7852,Ibuprofen,Assay,Disso-7,300.4,311.7,1406,482,843,69,1,0,0,2,3,15-02-2026
7853,Atorvastatin,UV Spec,HPLC-1,300.3,311.7,1250,372,306,159,0,0,0,1,3,05-02-2026
7854,Diazepam,UV Spec,IR-3,300.3,311.7,1585,296,623,167,0,0,0,8,0,28-02-2026
7855,Ibuprofen,Assay,Disso-6,300.3,311.8,829,265,418,164,0,0,0,4,3,27-02-2026
7856,Clopidogrel,Relative Substance,IR-2,300.3,311.8,330,70,191,165,1,0,1,8,1,04-02-2026
7857,Diazepam,Dissolution,UV Spec-11,300.4,311.8,1020,88,507,110,0,0,0,3,0,19-03-2026
7858,Clopidogrel,UV Spec,IR-3,300.5,311.9,486,170,603,96,0,0,0,6,1,25-12-2025
7859,Clopidogrel,Relative Substance,IR-2,300.5,311.9,1411,491,412,159,0,0,0,0,3,28-12-2025
7860,Clopidogrel,Dissolution,Disso-4,300.5,311.9,1695,200,888,131,1,0,0,8,3,28-12-2025
7861,Diazepam,Dissolution,HPLC-2,300.5,312,1169,299,315,178,0,0,1,7,2,12-03-2026
7862,Diazepam,Dissolution,HPLC-6,300.5,312,402,361,767,162,0,0,0,6,5,26-01-2026
7863,Ibuprofen,Assay,IR-3,300.5,312,1578,23,472,132,0,0,0,10,0,07-01-2026
7864,Atorvastatin,Relative Substance,HPLC-5,300.5,311.9,1997,356,582,57,1,0,0,3,3,20-03-2026
7865,Ibuprofen,Relative Substance,HPLC-5,300.5,311.9,298,238,322,15,1,0,0,6,3,26-02-2026
7866,Ibuprofen,Relative Substance,IR-2,300.5,311.9,646,459,412,32,0,0,0,10,2,29-01-2026
7867,Diclofenac,Dissolution,HPLC-5,300.5,311.9,1039,93,29,111,1,0,0,1,1,22-01-2026
7868,Diazepam,Relative Substance,Disso-6,300.5,312,1524,42,519,96,0,0,0,3,1,02-02-2026
7869,Diazepam,Relative Substance,UV Spec-10,300.4,311.9,1778,33,303,37,0,0,0,2,2,24-12-2025
7870,Ibuprofen,Assay,UV Spec-6,300.5,312,636,307,512,145,0,0,0,0,3,29-12-2025
7871,Ibuprofen,Dissolution,UV Spec-9,300.6,312.1,444,169,180,42,0,0,0,3,1,13-02-2026
7872,Ibuprofen,Dissolution,Disso-1,300.6,312.2,1208,127,722,75,0,0,0,1,4,20-03-2026
7873,Atorvastatin,Dissolution,Disso-2,300.6,312.3,1866,19,262,98,0,0,0,4,1,09-02-2026
7874,Diazepam,UV Spec,IR-1,300.7,312.4,54,421,634,120,0,1,0,0,1,15-02-2026
7875,Ibuprofen,Dissolution,IR-2,300.7,312.3,558,119,707,79,0,0,0,8,5,19-02-2026
7876,Atorvastatin,Dissolution,Disso-2,300.7,312.3,1997,223,434,114,0,0,0,7,4,23-02-2026
7877,Diclofenac,UV Spec,IR-3,300.7,312.2,1073,293,72,175,1,0,0,4,3,08-03-2026
7878,Atorvastatin,UV Spec,Disso-7,300.7,312.3,312,318,721,153,0,0,0,3,0,20-01-2026
7879,Diclofenac,UV Spec,Disso-3,300.7,312.3,793,136,154,167,0,0,0,4,2,18-01-2026
7880,Ibuprofen,Relative Substance,HPLC-4,300.8,312.3,736,476,367,147,0,0,0,2,3,16-02-2026
7881,Clopidogrel,UV Spec,HPLC-6,300.7,312.4,507,479,873,1,0,0,0,0,5,19-02-2026
7882,Diclofenac,Assay,IR-1,300.8,312.4,1700,117,746,174,0,0,1,9,0,08-02-2026
7883,Clopidogrel,UV Spec,UV Spec-8,300.7,312.3,749,480,315,103,0,0,0,7,5,09-03-2026
7884,Diclofenac,UV Spec,UV Spec-4,300.7,312.3,364,224,280,40,1,0,0,8,2,11-03-2026
7885,Ibuprofen,UV Spec,UV Spec-7,300.8,312.4,392,284,603,46,0,0,0,8,4,19-02-2026
7886,Diazepam,Assay,HPLC-4,300.7,312.3,122,1,106,75,0,0,0,6,0,17-01-2026
7887,Diazepam,Dissolution,Disso-1,300.6,312.2,1812,8,429,19,0,0,0,5,1,15-03-2026
7888,Ibuprofen,Dissolution,IR-3,300.7,312.4,1995,94,88,116,0,0,0,3,4,27-02-2026
7889,Clopidogrel,UV Spec,IR-2,300.7,312.3,486,24,186,165,0,0,1,2,2,26-01-2026
7890,Ibuprofen,Relative Substance,IR-1,300.7,312.4,1865,47,580,7,0,0,0,5,0,01-03-2026
7891,Clopidogrel,Relative Substance,HPLC-1,300.8,312.4,1330,258,453,52,0,1,0,1,1,03-03-2026
7892,Atorvastatin,Relative Substance,Disso-7,300.8,312.5,1517,138,868,43,0,1,0,5,1,13-03-2026
7893,Clopidogrel,Dissolution,UV Spec-5,300.9,312.6,1155,96,549,169,0,0,0,5,5,07-02-2026
7894,Atorvastatin,Relative Substance,IR-2,300.9,312.7,1481,289,153,75,0,0,0,3,0,31-12-2025
7895,Clopidogrel,Dissolution,HPLC-7,300.8,312.6,532,288,755,89,0,0,0,9,4,22-12-2025
7896,Clopidogrel,Assay,IR-2,300.8,312.6,1371,154,747,165,0,0,0,8,5,01-02-2026
7897,Ibuprofen,Relative Substance,UV Spec-10,300.8,312.6,1182,200,214,176,0,0,0,2,5,26-02-2026
7898,Clopidogrel,Dissolution,UV Spec-6,300.8,312.5,489,217,552,138,0,1,0,2,1,03-03-2026
7899,Diclofenac,Assay,Disso-6,300.8,312.5,158,498,185,152,0,0,0,8,2,09-02-2026
7900,Diazepam,Dissolution,IR-1,300.9,312.4,832,317,273,8,0,0,0,7,1,07-03-2026
7901,Atorvastatin,UV Spec,IR-2,300.8,312.4,1091,306,576,104,0,0,0,0,1,29-12-2025
7902,Diazepam,Relative Substance,UV Spec-3,300.8,312.4,1729,206,65,177,0,0,0,0,2,22-02-2026
7903,Ibuprofen,Dissolution,Disso-4,300.7,312.3,1809,147,156,123,0,0,0,1,1,27-12-2025
7904,Diazepam,Dissolution,IR-1,300.8,312.3,463,135,687,13,0,0,0,10,5,04-02-2026
7905,Diazepam,Assay,HPLC-7,300.8,312.4,947,497,513,129,0,0,0,2,3,05-02-2026
7906,Clopidogrel,UV Spec,HPLC-5,300.8,312.4,1360,40,321,174,0,0,0,4,4,05-02-2026
7907,Diazepam,Relative Substance,IR-3,300.9,312.4,1226,150,115,150,1,0,0,3,2,03-02-2026
7908,Ibuprofen,Assay,HPLC-5,300.8,312.3,1956,155,456,112,0,0,0,5,0,27-12-2025
7909,Clopidogrel,UV Spec,HPLC-3,300.7,312.3,1751,387,404,16,0,0,0,1,0,05-03-2026
7910,Ibuprofen,UV Spec,HPLC-1,300.7,312.2,1257,102,804,152,0,0,0,0,0,16-01-2026
7911,Diclofenac,Dissolution,Disso-5,300.8,312.2,1440,419,768,7,0,0,0,6,5,20-03-2026
7912,Diazepam,Dissolution,UV Spec-2,300.7,312.1,444,407,301,111,1,0,0,3,3,26-01-2026
7913,Diclofenac,Assay,Disso-1,300.7,312.1,1135,391,462,149,0,0,0,2,0,18-02-2026
7914,Clopidogrel,Assay,HPLC-3,300.7,312.1,1052,332,136,166,0,0,0,9,4,24-12-2025
